"ID","date","postcode","property_type","whether_old_or_new","freehold_or_leasehold","address1","address2","address3","town","local_aut","county","postcode_short","current_energy_rating","total_floor_area","number_habitable_rooms","co2_emissions_current","co2_emissions_potential","energy_consumption_current","energy_consumption_potential","windows_energy_eff","tenure","latitude","longitude","population","altitude","london_zone","nearest_station","water_company","average_income","district","price","type_of_closest_station","num_tube_lines","num_rail_lines","num_light_rail_lines","distance_to_station"
3868,"2019-05-21","SE20 7AD","D","N","L","70",NA,"CROYDON ROAD",NA,"LONDON","BROMLEY","SE20","F",89.58,3,8.1,6.5,479,371,"Average","rental (private)",51.410982,-0.056085,43,44,4,"anerley","Thames Water",43100,"Bromley",415000,"light_rail",0,1,1,0.5288114
3869,"2019-03-15","SW17 0PF","T","N","F","807",NA,"GARRATT LANE",NA,"LONDON","WANDSWORTH","SW17","D",132,6,4.9,2.6,179,88,"Good","owner-occupied",51.433224,-0.183548,72,12,3,"haydons road","Thames Water",63100,"Wandsworth",790000,"rail",0,1,0,0.7307664
3870,"2019-01-25","SW18 3TD","F","N","L","66A",NA,"WALDRON ROAD",NA,"LONDON","WANDSWORTH","SW18","D",79.9,6,5.2,4.4,288,241,"Poor","rental (private)",51.437702,-0.183524,95,12,3,"earlsfield","Thames Water",63100,"Wandsworth",659190,"rail",0,1,0,0.4362228
3871,"2019-12-20","NW10 5XP","T","N","F","11",NA,"CHOLMONDELEY AVENUE",NA,"LONDON","BRENT","NW10","D",164,7,7.5,2.4,259,84,"Very Poor","owner-occupied",51.536289,-0.241475,86,52,3,"willesden junction","Thames Water",44000,"Brent",920000,"tube",2,0,1,0.5076838
3872,"2019-08-22","BR4 0EE","S","N","F","71",NA,"THE AVENUE",NA,"WEST WICKHAM","BROMLEY","BR4","D",98,4,3.9,1.4,227,78,"Average","owner-occupied",51.384353,-0.001998,63,66,5,"west wickham","Thames Water",61600,"Bromley",615000,"rail",0,1,0,0.699075
3873,"2019-10-25","EN2 0PP","T","N","F","34",NA,"HALIFAX ROAD",NA,"ENFIELD","ENFIELD","EN2","D",84,3,4.2,2.2,281,147,"Average","owner-occupied",51.660254,-0.086093,87,36,5,"gordon hill","Thames Water",55200,"Enfield",467500,"rail",0,1,0,0.5145192
3874,"2019-07-04","KT5 8HS","T","N","F","39",NA,"ROSE WALK",NA,"SURBITON","KINGSTON UPON THAMES","KT5","E",81.93,4,4.1,3.9,300,284,"Average","owner-occupied",51.398518,-0.278577,58,17,5,"berrylands","Thames Water",64600,"Kingston upon Thames",472000,"rail",0,1,0,0.1559714
3875,"2019-04-12","N1 4PU","F","N","L","109A",NA,"MILDMAY ROAD",NA,"LONDON","ISLINGTON","N1","D",59,2,3,1.3,268,118,"Very Poor","rental (private)",51.549905,-0.081468,193,25,2,"dalston kingsland","Thames Water",49000,"Islington",410000,"light_rail",0,0,1,0.2721732
3876,"2019-11-04","W3 7UN","F","N","L","ISSIGONIS HOUSE","FLAT 91","COWLEY ROAD",NA,"LONDON","EALING","W3","B",88,3,1.3,1.3,85,85,"Good","owner-occupied",51.505607,-0.248723,114,10,2,"acton central","Thames Water",50200,"Ealing",140000,"light_rail",0,0,1,0.7699146
3877,"2019-11-15","UB6 9JR","F","N","L","FAIRLIGHT COURT","1","OLDFIELD LANE SOUTH",NA,"GREENFORD","EALING","UB6","D",65,4,2.9,1.5,251,127,"Good","owner-occupied",51.536276,-0.349503,38,21,4,"greenford","Affinity Water",52300,"Ealing",317500,"tube",1,1,0,0.6437704
3878,"2019-06-12","RM14 1QE","S","N","F","132",NA,"SEVERN DRIVE",NA,"UPMINSTER","HAVERING","RM14","D",83,4,3.5,1.1,243,70,"Average","owner-occupied",51.572365,0.263458,76,41,6,"upminster","Essex & Suffolk Water",48100,"Havering",485000,"tube",1,0,1,1.3030758
3879,"2019-11-22","SW18 1BG","T","N","F","34",NA,"TONSLEY ROAD",NA,"LONDON","WANDSWORTH","SW18","E",148,6,7,3.4,267,129,"Average","owner-occupied",51.45814,-0.1886,75,17,2,"wandsworth town","Thames Water",65900,"Wandsworth",1301100,"rail",0,1,0,0.2628522
3880,"2019-02-15","RM12 4PB","F","N","L","WOBURN COURT","FLAT 10","WOBURN AVENUE",NA,"HORNCHURCH","HAVERING","RM12","C",40.17,2,1.5,1.2,222,174,"Average","rental (private)",51.549334,0.194838,23,11,6,"elm park","Essex & Suffolk Water",48200,"Havering",205000,"tube",1,0,0,0.1845558
3881,"2019-09-27","SE21 8QS","T","N","F","26",NA,"LYALL AVENUE",NA,"LONDON","SOUTHWARK","SE21","E",105.3,6,5.5,3.5,319,200,"Average","owner-occupied",51.430328,-0.079691,60,73,3,"sydenham hill","Thames Water",56500,"Southwark",520000,"rail",0,1,0,0.2038192
3882,"2019-01-29","N8 7JN","T","N","F","12",NA,"LIGHTFOOT ROAD",NA,"LONDON","HARINGEY","N8","E",97.83,5,8.6,7,453,368,"Very Poor","owner-occupied",51.584598,-0.121294,95,44,3,"hornsey","Thames Water",53100,"Haringey",920000,"rail",0,1,0,0.6456346
3883,"2019-01-23","EC1V 8DX","F","N","L","25",NA,"MASONS YARD",NA,"LONDON","ISLINGTON","EC1V","B",49.5,2,2,2,232,225,"Average","rental (private)",51.528369,-0.100352,34,26,1,"angel","Thames Water",53800,"Islington",437500,"tube",1,0,0,0.4300088
3884,"2019-02-25","SE14 5RZ","F","N","L","SUNBURY COURT, 12","FLAT 2","MYERS LANE",NA,"LONDON","LEWISHAM","SE14","D",29,2,1.6,0.9,313,178,"Very Poor","rental (private)",51.483652,-0.047422,102,2,2,"south bermondsey","Thames Water",49700,"Lewisham",155000,"rail",0,1,0,0.6214
3885,"2019-10-31","SW15 3LP","F","N","L","GLENALMOND HOUSE","FLAT 1","MANOR FIELDS",NA,"LONDON","WANDSWORTH","SW15","D",82.62,5,4.2,3.9,304,285,"Very Poor","rental (private)",51.455399,-0.222232,39,36,2,"putney","Thames Water",52500,"Kingston upon Thames",690000,"rail",0,1,0,0.727038
3886,"2019-03-08","TW12 2JB","T","N","F","2",NA,"LINDEN ROAD",NA,"HAMPTON","RICHMOND UPON THAMES","TW12","D",73,5,3.9,1.6,305,119,"Good","owner-occupied",51.417012,-0.374741,110,20,6,"hampton","Thames Water",61900,"Richmond upon Thames",622000,"rail",0,1,0,0.2311608
3887,"2019-10-04","N5 1EH","T","N","F","60",NA,"ELWOOD STREET",NA,"LONDON","ISLINGTON","N5","D",133,6,6.3,1.7,269,72,"Very Poor","owner-occupied",51.558653,-0.101845,16,30,2,"arsenal","Thames Water",65100,"Islington",1195000,"tube",1,0,0,0.2106546
3889,"2019-07-29","E17 9BT","T","N","F","22",NA,"GRANVILLE ROAD","WALTHAMSTOW","LONDON","WALTHAM FOREST","E17","D",90,4,4,1.4,251,87,"Good","owner-occupied",51.57806,-0.014426,137,22,3,"walthamstow central","Thames Water",50500,"Waltham Forest",6e+05,"tube",1,0,1,0.5816304
3890,"2019-03-22","DA5 3EN","T","N","F","8",NA,"PENHILL ROAD",NA,"BEXLEY","BEXLEY","DA5","D",120,6,4.8,2.3,229,108,"Average","owner-occupied",51.446104,0.118964,93,31,5,"albany park","Thames Water",51000,"Bexley",499500,"rail",0,1,0,1.0234458
3892,"2019-12-19","SE5 7RQ","F","N","L","PILGRIMS CLOISTERS, 116","FLAT 29","SEDGMOOR PLACE",NA,"LONDON","SOUTHWARK","SE5","D",30,1,3.6,1.7,409,202,"Very Poor","rental (private)",51.47648,-0.082563,49,5,2,"denmark hill","Thames Water",45900,"Southwark",275000,"light_rail",0,1,1,0.9737338
3893,"2019-04-25","IG6 1EN","F","N","L","40",NA,"POPLAR WAY",NA,"ILFORD","REDBRIDGE","IG6","C",57,3,1.9,1.3,185,130,"Good","owner-occupied",51.582055,0.083438,65,27,4,"barkingside","Essex & Suffolk Water",48900,"Redbridge",280000,"tube",1,0,0,0.6692478
3894,"2019-05-17","E5 0DZ","T","N","L","55",NA,"ADLEY STREET",NA,"LONDON","HACKNEY","E5","D",46.82,2,2.5,2.4,273,266,"Very Poor","rental (private)",51.551911,-0.035327,81,10,2,"homerton","Thames Water",38800,"Hackney",370000,"light_rail",0,0,1,0.587223
3895,"2019-02-15","RM14 1JN","S","N","F","82",NA,"CRANHAM GARDENS",NA,"UPMINSTER","HAVERING","RM14","C",93,4,2.9,1.6,179,95,"Average","owner-occupied",51.566768,0.272935,88,25,6,"upminster","Essex & Suffolk Water",48100,"Havering",435000,"tube",1,0,1,1.4683682
3896,"2019-05-03","E17 4NS","T","N","F","103",NA,"AVELING PARK ROAD",NA,"LONDON","WALTHAM FOREST","E17","E",80.96,5,6.1,3.5,450,256,"Very Poor","owner-occupied",51.595702,-0.018046,138,17,3,"walthamstow central","Thames Water",54500,"Waltham Forest",615000,"tube",1,0,1,1.0265528
3897,"2019-03-22","W6 0HY","F","N","L","11",NA,"RAYNHAM ROAD",NA,"LONDON","HAMMERSMITH AND FULHAM","W6","C",79,3,2.1,1.7,138,113,"Average","owner-occupied",51.495413,-0.233382,120,7,2,"ravenscourt park","Thames Water",57700,"Hammersmith and Fulham",630000,"tube",1,0,0,0.2230826
3898,"2019-03-29","SW2 2TD","F","N","L","24A",NA,"BRAILSFORD ROAD",NA,"LONDON","LAMBETH","SW2","D",48.27,3,4.1,3.8,241,224,"Very Poor","owner-occupied",51.45428,-0.112108,50,23,2,"herne hill","Thames Water",61900,"Lambeth",605000,"rail",0,1,0,0.717717
3899,"2019-09-27","SW2 5AR","F","N","L","29","FLAT 5","HAYTER ROAD",NA,"LONDON","LAMBETH","SW2","E",76,4,4.6,3,342,219,"Average","owner-occupied",51.457533,-0.11979,91,26,2,"brixton","Thames Water",49800,"Lambeth",570000,"tube",1,1,0,0.4859348
3900,"2019-09-02","TW11 0SF","T","N","F","46",NA,"WINDSOR ROAD",NA,"TEDDINGTON","RICHMOND UPON THAMES","TW11","D",106,5,4.5,1.9,222,89,"Poor","owner-occupied",51.430186,-0.348351,59,17,6,"fulwell","Thames Water",62200,"Richmond upon Thames",880000,"rail",0,1,0,0.5238402
3901,"2019-04-12","DA7 6SW","T","N","F","172",NA,"EVERSLEY AVENUE",NA,"BEXLEYHEATH","BEXLEY","DA7","D",75,4,3.6,0.8,273,62,"Good","owner-occupied",51.464669,0.179098,105,17,6,"slade green","Thames Water",44900,"Bexley",325000,"rail",0,1,0,0.7730216
3902,"2019-06-14","E7 8AW","T","N","F","1A",NA,"NIGEL ROAD",NA,"LONDON","NEWHAM","E7","D",47.83,2,3.4,2.7,422,341,"Good","rental (private)",51.54692,0.038953,176,11,3,"woodgrange park","Thames Water",45400,"Newham",270000,"light_rail",0,0,1,0.8028488
3904,"2019-08-09","EN1 3RB","T","N","F","38",NA,"RIDLER ROAD",NA,"ENFIELD","ENFIELD","EN1","D",97,5,4.6,2.3,268,132,"Good","owner-occupied",51.665338,-0.072518,131,34,5,"gordon hill","Thames Water",43800,"Enfield",540000,"rail",0,1,0,1.096771
3905,"2019-02-15","SW3 3HG","F","N","L","CRANMER COURT","FLAT 185","WHITEHEADS GROVE",NA,"LONDON","KENSINGTON AND CHELSEA","SW3","D",64,3,3.1,1.8,278,156,"Poor","owner-occupied",51.491539,-0.165511,55,15,1,"sloane square","Thames Water",50600,"Kensington and Chelsea",735000,"tube",2,0,0,0.5083052
3906,"2019-06-28","KT1 3PY","S","N","F","5",NA,"CHARTER ROAD",NA,"KINGSTON UPON THAMES","KINGSTON UPON THAMES","KT1","D",72.8,4,4.2,3.6,341,294,"Average","rental (private)",51.40728,-0.278809,128,16,5,"norbiton","Thames Water",55300,"Kingston upon Thames",440000,"rail",0,1,0,0.4492722
3907,"2019-07-30","SW19 1TL","F","N","L","99",NA,"KIPLING DRIVE",NA,"LONDON","MERTON","SW19","D",57.33,3,3,2.6,344,301,"Very Poor","rental (private)",51.423425,-0.180797,60,12,3,"colliers wood","Thames Water",64700,"Merton",345000,"tube",1,0,0,0.484692
3908,"2019-01-24","DA15 7PF","S","N","F","45",NA,"BROOKLANDS AVENUE",NA,"SIDCUP","BEXLEY","DA15","D",76,5,3.3,1.3,249,94,"Average","owner-occupied",51.435409,0.085017,127,39,4,"new eltham","Thames Water",59300,"Bexley",440000,"rail",0,1,0,0.7786142
3909,"2019-06-05","BR1 4HZ","T","N","F","2",NA,"PATTERDALE CLOSE",NA,"BROMLEY","BROMLEY","BR1","C",87,4,2.3,0.8,152,48,"Average","owner-occupied",51.417249,0.00431,33,56,4,"ravensbourne","Thames Water",53700,"Bromley",420000,"rail",0,1,0,0.8519394
3910,"2019-11-28","RM11 3SQ","S","N","F","140",NA,"BURNWAY",NA,"HORNCHURCH","HAVERING","RM11","D",46.8,3,3.1,2.7,393,342,"Poor","owner-occupied",51.565198,0.226783,105,27,6,"emerson park","Essex & Suffolk Water",43600,"Havering",410000,"light_rail",0,0,1,0.4958772
3911,"2019-12-06","TW4 7NH","S","N","F","87",NA,"GREAT SOUTH WEST ROAD",NA,"HOUNSLOW","HOUNSLOW","TW4","D",84,4,3.4,2,233,134,"Average","rental (private)",51.474115,-0.40033,108,26,5,"hounslow west","Thames Water",46900,"Hounslow",420000,"tube",1,0,0,0.6934824
3912,"2019-10-22","BR3 3JN","T","N","F","237",NA,"EDEN PARK AVENUE",NA,"BECKENHAM","BROMLEY","BR3","E",83,4,4.5,2.9,326,205,"Average","owner-occupied",51.393588,-0.026909,54,53,5,"eden park","Thames Water",58300,"Bromley",340000,"rail",0,1,0,0.407017
3914,"2019-02-07","SE25 4NE","T","N","F","210",NA,"HARRINGTON ROAD",NA,"LONDON","CROYDON","SE25","E",90,5,5.1,2.1,325,128,"Average","owner-occupied",51.398562,-0.061485,93,40,3,"harrington road","Thames Water",48100,"Croydon",420000,"light_rail",0,0,1,0.080782
3915,"2019-10-11","E18 1DJ","S","N","F","30A",NA,"LATCHETT ROAD",NA,"LONDON","REDBRIDGE","E18","D",95,4,4.7,1.5,279,87,"Very Poor","owner-occupied",51.596802,0.03274,53,23,4,"south woodford","Thames Water",54400,"Redbridge",530000,"tube",1,0,0,0.4716426
3916,"2019-07-15","E17 6EY","T","N","F","49",NA,"BUNYAN ROAD",NA,"LONDON","WALTHAM FOREST","E17","E",88,5,5.9,0.5,382,27,"Average","owner-occupied",51.589498,-0.03307,139,18,3,"blackhorse road","Thames Water",51700,"Waltham Forest",430000,"tube",1,0,1,0.568581
3917,"2019-11-01","N14 4JX","F","N","L","6",NA,"FAIRLAWN CLOSE",NA,"LONDON","ENFIELD","N14","D",65,3,3,2.1,265,181,"Good","owner-occupied",51.639827,-0.129848,36,74,4,"southgate","Thames Water",47600,"Enfield",365000,"tube",1,0,0,0.5710666
3918,"2019-04-18","RM3 0BN","S","N","F","57",NA,"INGREWAY",NA,"ROMFORD","HAVERING","RM3","D",60,3,2.6,1,248,87,"Poor","owner-occupied",51.601421,0.251356,66,34,6,"harold wood","Essex & Suffolk Water",49400,"Havering",375000,"rail",0,1,0,0.9731124
3919,"2019-11-04","SE3 0BP","T","N","F","69",NA,"TRANQUIL VALE",NA,"LONDON","LEWISHAM","SE3","E",237,8,14,7.2,330,172,"Good","owner-occupied",51.466927,0.006327,16,35,3,"blackheath","Thames Water",58800,"Greenwich",2220000,"rail",0,1,0,0.1969838
3920,"2019-10-07","SW19 4LW","F","N","L","EDGE HILL COURT","FLAT 61","EDGE HILL",NA,"LONDON","MERTON","SW19","C",61,3,2.3,1.3,196,113,"Poor","rental (private)",51.416629,-0.220817,92,38,3,"wimbledon chase","Thames Water",68500,"Merton",470000,"rail",0,1,0,0.9140794
3921,"2019-03-08","RM12 6EA","F","N","L","18",NA,"HAYDOCK CLOSE",NA,"HORNCHURCH","HAVERING","RM12","C",71,4,2.3,2,182,157,"Average","owner-occupied",51.551103,0.231187,30,14,6,"upminster bridge","Essex & Suffolk Water",54600,"Havering",296000,"tube",1,0,0,0.6170502
3922,"2019-05-24","SE23 3DG","S","N","F","15",NA,"TEWKESBURY AVENUE",NA,"LONDON","LEWISHAM","SE23","E",94,5,5.4,1.2,327,72,"Average","owner-occupied",51.445709,-0.060252,85,81,3,"forest hill","Thames Water",66600,"Lewisham",725000,"light_rail",0,1,1,0.6636552
3923,"2019-08-09","E14 2DE","T","N","F","19",NA,"JAMESTOWN WAY",NA,"LONDON","TOWER HAMLETS","E14","C",138,6,3.8,1.6,158,64,"Good","owner-occupied",51.50826,0.000335,81,8,2,"east india","Thames Water",68500,"Tower Hamlets",920000,"light_rail",0,0,1,0.1659138
3924,"2019-10-09","RM6 6UH","T","N","F","9",NA,"EDWARD ROAD",NA,"ROMFORD","BARKING AND DAGENHAM","RM6","D",130,7,5,2.4,219,103,"Average","owner-occupied",51.573595,0.134875,69,24,5,"chadwell heath","Essex & Suffolk Water",47800,"Redbridge",455000,"rail",0,1,0,0.6214
3925,"2019-08-16","IG6 3XT","S","N","F","1",NA,"KESTREL CLOSE",NA,"ILFORD","REDBRIDGE","IG6","F",76,4,5.4,1.7,412,138,"Average","owner-occupied",51.61226,0.121696,71,51,4,"grange hill","Thames Water",41800,"Redbridge",305000,"tube",1,0,0,1.808274
3926,"2019-10-18","BR3 1ND","T","N","L","1",NA,"ALTON GARDENS",NA,"BECKENHAM","BROMLEY","BR3","D",134,5,5.9,2.1,247,88,"Average","owner-occupied",51.412966,-0.029526,26,38,4,"beckenham junction","Thames Water",56300,"Bromley",570000,"light_rail",0,2,1,0.3747042
3927,"2019-05-01","TW9 1AQ","F","N","L","CARRINGTON LODGE","14","SHEEN ROAD",NA,"RICHMOND","RICHMOND UPON THAMES","TW9","C",79,4,2.2,2.2,161,161,"Average","owner-occupied",51.46096,-0.301291,26,17,4,"richmond","Thames Water",74500,"Richmond upon Thames",675000,"tube",1,1,1,0.3268564
3928,"2019-09-02","N3 2NT","F","N","L","SHERBROOK HOUSE, 174","FLAT 4","BALLARDS LANE","FINCHLEY","LONDON","BARNET","N3","C",65.32,3,3,2.4,274,220,"Very Poor","owner-occupied",51.606982,-0.184881,37,94,4,"west finchley","Affinity Water",60600,"Barnet",440000,"tube",1,0,0,0.3610334
3929,"2019-06-21","N5 1AS","F","N","L","TAWNEY COURT","FLAT 11","HIGHBURY HILL",NA,"LONDON","ISLINGTON","N5","C",44,2,1.5,1,174,118,"Average","owner-occupied",51.555669,-0.103614,41,35,2,"drayton park","Thames Water",55500,"Islington",377000,"rail",0,1,0,0.2491814
3930,"2019-10-09","W7 2EA","T","N","L","12",NA,"CUMBERLAND ROAD",NA,"LONDON","EALING","W7","D",53,3,2.5,1.5,245,143,"Good","rental (private)",51.503754,-0.331932,33,24,4,"hanwell","Thames Water",63600,"Ealing",360000,"rail",0,1,0,0.8625032
3931,"2019-12-18","DA14 4QL","D","N","F","5",NA,"OLD FORGE WAY",NA,"SIDCUP","BEXLEY","DA14","E",121,6,6.5,1.9,303,87,"Very Poor","owner-occupied",51.423995,0.109239,43,59,5,"sidcup","Thames Water",50500,"Bexley",775000,"rail",0,1,0,1.0476804
3932,"2019-07-19","SE11 4UX","T","N","F","12",NA,"DENNY STREET",NA,"LONDON","LAMBETH","SE11","D",78.47,5,3.8,3.8,290,290,"Very Poor","owner-occupied",51.490034,-0.110372,43,7,2,"kennington","Thames Water",54600,"Lambeth",9e+05,"tube",1,0,0,0.3374202
3933,"2019-05-22","E9 7QG","F","N","L","GRENDON HOUSE","FLAT 6","SHORE PLACE",NA,"LONDON","HACKNEY","E9","C",45,2,1.8,0.9,214,110,"Good","owner-occupied",51.539516,-0.052386,69,19,2,"london fields","Thames Water",56900,"Hackney",310000,"light_rail",0,0,1,0.3585478
3934,"2019-10-14","UB7 7NR","F","N","L","44",NA,"WREN DRIVE",NA,"WEST DRAYTON","HILLINGDON","UB7","D",69,3,2.7,1.9,203,142,"Good","rental (social)",51.504403,-0.47957,66,26,6,"west drayton","Affinity Water",54300,"Hillingdon",305000,"rail",0,1,0,0.711503
3935,"2019-07-19","UB5 4DG","S","N","F","20",NA,"LEWES CLOSE",NA,"NORTHOLT","EALING","UB5","C",86,5,2.9,1.5,194,98,"Average","owner-occupied",51.549868,-0.367242,38,45,5,"northolt","Affinity Water",53500,"Ealing",440000,"tube",1,0,0,0.1640496
3936,"2019-04-05","KT1 3AB","F","N","L","53A",NA,"CHATHAM ROAD",NA,"KINGSTON UPON THAMES","KINGSTON UPON THAMES","KT1","E",53.7,2,4,3.2,449,360,"Good","rental (private)",51.411044,-0.288417,96,14,5,"norbiton","Thames Water",53300,"Kingston upon Thames",335000,"rail",0,1,0,0.2964078
3937,"2019-02-08","DA8 3AF","S","N","F","64",NA,"WESSEX DRIVE",NA,"ERITH","BEXLEY","DA8","D",81,5,3.2,1.8,228,120,"Average","owner-occupied",51.466922,0.179853,80,18,6,"slade green","Thames Water",44900,"Bexley",335000,"rail",0,1,0,0.6568198
3938,"2019-08-23","BR4 0DB","F","N","L","HOLLY COURT, 44","FLAT 1","HAWES LANE",NA,"WEST WICKHAM","BROMLEY","BR4","C",59,3,2.3,1.5,223,141,"Average","owner-occupied",51.378581,-0.011058,95,69,5,"west wickham","Thames Water",57200,"Bromley",345000,"rail",0,1,0,0.2678234
3940,"2019-07-26","KT6 4DA","F","N","L","CHELSTON COURT, 14","FLAT 5","GROVE ROAD",NA,"SURBITON","KINGSTON UPON THAMES","KT6","C",58.43,3,2.4,2,252,209,"Poor","rental (private)",51.396554,-0.307422,19,13,6,"surbiton","Thames Water",63900,"Kingston upon Thames",415000,"rail",0,1,0,0.382161
3941,"2019-02-07","BR5 4BW","S","N","F","17",NA,"CROWHURST WAY",NA,"ORPINGTON","BROMLEY","BR5","D",114,5,4,1.8,202,89,"Average","owner-occupied",51.389358,0.117506,109,51,6,"st mary cray","Thames Water",43200,"Bromley",395000,"rail",0,1,0,0.8277048
3942,"2019-07-12","N22 6AR","T","N","F","155",NA,"BOUNDARY ROAD",NA,"LONDON","HARINGEY","N22","D",113.512,5,4.4,4.3,233,226,"Average","owner-occupied",51.594074,-0.09406,110,19,3,"turnpike lane","Thames Water",39900,"Haringey",693000,"tube",1,0,0,0.5648526
3944,"2019-06-21","KT2 5QB","T","N","F","35",NA,"ARAGON ROAD",NA,"KINGSTON UPON THAMES","KINGSTON UPON THAMES","KT2","D",85,6,3.7,1.3,247,82,"Average","owner-occupied",51.427908,-0.302215,69,11,6,"hampton wick","Thames Water",68800,"Kingston upon Thames",650000,"rail",0,1,0,1.7939818
3945,"2019-05-03","SW6 4LA","F","N","L","10B",NA,"BUER ROAD",NA,"LONDON","HAMMERSMITH AND FULHAM","SW6","C",96,4,2.6,1.8,144,100,"Average","owner-occupied",51.470521,-0.209002,81,8,2,"putney bridge","Thames Water",69500,"Hammersmith and Fulham",865000,"tube",1,0,0,0.3181568
3946,"2019-07-01","SE21 8PL","F","N","L","ERNEST COURT, 122","FLAT 4","BOWEN DRIVE",NA,"LONDON","SOUTHWARK","SE21","B",54,3,1.1,1.1,120,120,"Good","owner-occupied",51.430308,-0.083433,26,65,3,"sydenham hill","Thames Water",56500,"Southwark",160000,"rail",0,1,0,0.2647164
3947,"2019-09-27","SE5 7RH","F","N","L","6A",NA,"BRUNSWICK PARK",NA,"LONDON","SOUTHWARK","SE5","D",101,4,3.4,2.1,192,118,"Average","owner-occupied",51.474817,-0.085271,106,8,2,"denmark hill","Thames Water",45900,"Southwark",470000,"light_rail",0,1,1,0.7537582
3948,"2019-09-27","CR0 7US","F","N","L","FAIRMILE COURT","55","REGENCY WALK",NA,"CROYDON","CROYDON","CR0","E",98,5,5.5,2.1,318,118,"Average","owner-occupied",51.387237,-0.039672,66,52,5,"eden park","Thames Water",56200,"Croydon",378000,"rail",0,1,0,1.1085776
3949,"2019-11-25","IG1 2TR","T","N","F","196",NA,"HENLEY ROAD",NA,"ILFORD","REDBRIDGE","IG1","D",86,4,3.6,1.9,216,111,"Average","rental (private)",51.552387,0.083539,178,11,4,"ilford","Essex & Suffolk Water",48500,"Redbridge",410000,"rail",0,1,0,1.1906024
3950,"2019-10-11","SW19 1TS","F","N","L","6",NA,"SHELLEY WAY",NA,"LONDON","MERTON","SW19","D",62.8,4,3.3,3.3,344,344,"Good","owner-occupied",51.423392,-0.178712,53,15,3,"colliers wood","Thames Water",64700,"Merton",365000,"tube",1,0,0,0.5107908
3951,"2019-07-05","SE1 2AZ","F","N","L","TOWER BRIDGE BUILDINGS","FLAT 17","MILL STREET",NA,"LONDON","SOUTHWARK","SE1","C",53.8,3,1.8,1.6,201,180,"Good","owner-occupied",51.500403,-0.072324,49,11,2,"bermondsey","Thames Water",74200,"Southwark",212748,"tube",1,0,0,0.4579718
3952,"2019-07-29","SW18 2JR","F","N","L","3",NA,"DENTON STREET",NA,"LONDON","WANDSWORTH","SW18","C",65,3,2.9,2.9,269,264,"Very Poor","owner-occupied",51.454333,-0.189557,98,11,2,"wandsworth town","Thames Water",58200,"Wandsworth",454000,"rail",0,1,0,0.5741736
3953,"2019-12-09","BR2 8LS","S","N","F","11",NA,"RIBSTON CLOSE",NA,"BROMLEY","BROMLEY","BR2","D",110,6,4.7,2.1,244,104,"Average","owner-occupied",51.375565,0.046561,77,74,5,"petts wood","Thames Water",47700,"Bromley",495000,"rail",0,1,0,2.075476
3954,"2019-08-30","N21 2BP","S","N","F","16",NA,"ELMSCOTT GARDENS",NA,"LONDON","ENFIELD","N21","E",135,7,6.7,2.3,283,96,"Average","owner-occupied",51.640015,-0.087336,80,36,5,"grange park","Thames Water",65200,"Enfield",665000,"rail",0,1,0,0.7730216
3955,"2019-04-04","E5 8BG","F","N","L","BEAUMONT COURT","FLAT 33","UPPER CLAPTON ROAD",NA,"LONDON","HACKNEY","E5","C",66,4,2.4,1.3,206,113,"Average","owner-occupied",51.560361,-0.056214,109,23,2,"clapton","Thames Water",44600,"Hackney",378000,"light_rail",0,0,1,0.1373294
3956,"2019-11-22","DA14 4PE","S","N","F","12",NA,"EATON ROAD",NA,"SIDCUP","BEXLEY","DA14","D",86,4,4.8,1.7,315,109,"Average","owner-occupied",51.432774,0.123599,66,42,5,"albany park","Thames Water",50500,"Bexley",4e+05,"rail",0,1,0,0.5132764
3957,"2019-08-07","RM10 8BP","F","N","L","19C",NA,"NORTON ROAD",NA,"DAGENHAM","BARKING AND DAGENHAM","RM10","C",71,2,1.5,1.5,121,121,"Average","owner-occupied",51.541185,0.173536,100,8,5,"dagenham east","Essex & Suffolk Water",45000,"Barking and Dagenham",230000,"tube",1,0,0,0.5319184
3958,"2019-09-11","DA15 8JG","S","N","F","27",NA,"CORBYLANDS ROAD",NA,"SIDCUP","BEXLEY","DA15","E",102.4,5,6.9,5.5,367,288,"Average","owner-occupied",51.441028,0.08913,99,36,5,"sidcup","Thames Water",59300,"Bexley",475000,"rail",0,1,0,0.9246432
